0.999999,0.353945
1.000000,0.259586
1.000000,0.302770
1.000000,0.533737
1.000000,0.270907
1.000000,0.356773
1.000000,0.391072
1.000000,0.313801
0.999999,1.317805
1.000000,0.250484
1.000000,0.870528
1.000000,0.466286
1.000000,0.351723
1.000000,0.280407
1.000000,0.371352
1.000000,0.172065
1.000000,0.487328
1.000000,0.419017
1.000000,0.512862
1.000000,0.200131
1.000000,0.439849
1.000000,0.295626
1.000000,0.356331
1.000000,0.228407
1.000000,0.160034
1.000000,0.261838
1.000000,0.238683
1.000000,0.314310
1.000000,0.516720
1.000000,0.115039
1.000000,0.345125
1.000000,0.307842
1.000000,0.522602
1.000000,0.229112
1.000000,0.351422
1.000000,0.156355
1.000000,0.101196
1.000000,0.351373
1.000000,0.199580
1.000000,0.308125
1.000000,0.500748
1.000000,0.273056
1.000000,0.184140
1.000000,0.581019
1.000000,0.237686
1.000000,0.702388
1.000000,0.241151
1.000000,0.664473
1.000000,0.323735
1.000000,0.088535
1.000000,0.096448
1.000000,0.149692
1.000000,0.338299
1.000000,0.341741
1.000000,0.486187
1.000000,0.511138
1.000000,0.164666
1.000000,0.088135
1.000000,0.210780
1.000000,0.720480
1.000000,0.413175
1.000000,0.284127
1.000000,0.386419
1.000000,0.231775
1.000000,0.308049
1.000000,0.389058
1.000000,0.420621
1.000000,0.375319
1.000000,0.370430
1.000000,0.238590
1.000000,0.666319
1.000000,0.272401
1.000000,0.206973
1.000000,0.345150
1.000000,0.398343
1.000000,0.600407
1.000000,0.274615
1.000000,0.212414
1.000000,0.201781
1.000000,0.341471
1.000000,0.205928
1.000000,0.141213
1.000000,0.597863
1.000000,0.290939
1.000000,0.284000
1.000000,0.232262
1.000000,0.115545
1.000000,0.126342
1.000000,0.145871
1.000000,0.349253
1.000000,0.366395
1.000000,0.126464
1.000000,0.334648
1.000000,0.536604
1.000000,0.286251
1.000000,0.324028
1.000000,0.417667
1.000000,0.088962
1.000000,0.336232
1.000000,0.492339
1.000000,0.264795
1.000000,0.582764
1.000000,0.604007
0.999999,0.799963
1.000000,0.198169
1.000000,0.331904
1.000000,0.285101
1.000000,0.139512
1.000000,0.410649
1.000000,0.255212
1.000000,0.474651
1.000000,0.371220
1.000000,0.325457
1.000000,0.386336
1.000000,0.448864
1.000000,0.142803
1.000000,0.543774
1.000000,0.273718
1.000000,0.292610
0.999999,0.668331
1.000000,0.516227
1.000000,0.193311
1.000000,0.362474
1.000000,0.251967
1.000000,0.261580
1.000000,0.255917
1.000000,0.499891
1.000000,0.236832
1.000000,0.238197
1.000000,0.309457
1.000000,0.515639
1.000000,0.248113
1.000000,0.183315
1.000000,0.199561
1.000000,0.104536
1.000000,0.198487
1.000000,0.327455
1.000000,0.460771
1.000000,0.303098
1.000000,0.459603
1.000000,0.242523
1.000000,0.460974
1.000000,0.404835
1.000000,0.866523
1.000000,0.337614
0.999999,0.860250
1.000000,0.339790
1.000000,0.957192
1.000000,0.489375
1.000000,0.730172
1.000000,0.258637
1.000000,0.179149
1.000000,0.288253
1.000000,0.183071
1.000000,0.788795
1.000000,0.502506
1.000000,0.348724
1.000000,0.379007
1.000000,0.226028
1.000000,0.269158
1.000000,0.616675
1.000000,0.224992
1.000000,0.182317
1.000000,0.651399
1.000000,0.176765
1.000000,0.413654
1.000000,0.265348
1.000000,0.112974
1.000000,0.379536
1.000000,0.199914
1.000000,0.841265
1.000000,0.314444
1.000000,0.273826
1.000000,0.251218
1.000000,0.157057
1.000000,0.260359
1.000000,0.421771
1.000000,0.181631
1.000000,0.796428
1.000000,0.345357
1.000000,0.152990
1.000000,0.368435
1.000000,0.229456
1.000000,0.220239
1.000000,0.185261
1.000000,0.410312
1.000000,0.153088
1.000000,0.100518
1.000000,0.289356
1.000000,0.275130
1.000000,0.130121
1.000000,0.195822
1.000000,0.866290
1.000000,0.447185
1.000000,0.391421
1.000000,0.310021
1.000000,0.587256
1.000000,0.308113
1.000000,0.828090
1.000000,0.382907
1.000000,0.373852
1.000000,0.244083
1.000000,0.247975
1.000000,0.202271
1.000000,0.627932
1.000000,0.318901
1.000000,0.555221
1.000000,0.104277
1.000000,0.274533
1.000000,0.211730
1.000000,0.406420
1.000000,0.238285
1.000000,0.127961
1.000000,0.283476
1.000000,0.647446
1.000000,0.508533
1.000000,0.238749
1.000000,0.224925
1.000000,0.239274
1.000000,0.456548
1.000000,0.322193
1.000000,0.760249
1.000000,0.256555
1.000000,0.417847
1.000000,0.506465
1.000000,0.541154
1.000000,0.320992
1.000000,0.222883
1.000000,0.731886
1.000000,0.525895
1.000000,0.438200
1.000000,0.609394
1.000000,0.291742
0.999999,0.613789
1.000000,0.287755
1.000000,0.082155
1.000000,0.388246
1.000000,0.455151
1.000000,0.198613
1.000000,0.236559
1.000000,0.261367
1.000000,0.649623
1.000000,0.848637
1.000000,0.339983
1.000000,0.737291
1.000000,0.215590
1.000000,0.172228
1.000000,0.509449
1.000000,0.229524
1.000000,0.253314
1.000000,0.674098
0.999999,0.679948
1.000000,0.452318
1.000000,0.275834
1.000000,0.503867
1.000000,0.447108
1.000000,0.272291
1.000000,0.221815
1.000000,0.611053
0.999999,1.389669
1.000000,0.133878
1.000000,0.226208
1.000000,0.266746
1.000000,0.424139
1.000000,0.265836
1.000000,0.131210
1.000000,0.228073
1.000000,0.359020
1.000000,0.761503
1.000000,0.276357
1.000000,0.290416
1.000000,0.190723
1.000000,0.311391
1.000000,0.216066
1.000000,0.330476
1.000000,0.424657
1.000000,0.243825
1.000000,0.268679
1.000000,0.433577
1.000000,0.101203
1.000000,0.217118
1.000000,0.549096
1.000000,0.202323
1.000000,0.314022
1.000000,0.320437
1.000000,0.224856
1.000000,0.307339
1.000000,0.670663
1.000000,0.049881
1.000000,0.255262
1.000000,0.330793
1.000000,0.215175
1.000000,0.146830
1.000000,0.504448
1.000000,0.257482
1.000000,0.592340
1.000000,0.305951
1.000000,0.170380
1.000000,0.298548
1.000000,0.368663
1.000000,0.254261
